disease_finding_id,disease_id,finding_id,presence,typicality,sensitivity_context,specificity_context,disease_stage,age_context,clinical_meaning,distinguishing_value,commonly_tested,step_levels,subject_exams,source_status,relationship_role
DNF-NEUR-15322B50EDA4,DIS-NEUR-162,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Restless legs syndrome.,Lewy bodies is interpreted against the disease-specific mimics of Restless legs syndrome.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Restless legs syndrome illness script.,The selected Lewy bodies pattern differentiates Restless legs syndrome from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-D5ECFBA4673F,DIS-NEUR-162,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Restless legs syndrome.,Ventriculomegaly is interpreted against the disease-specific mimics of Restless legs syndrome.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Restless legs syndrome illness script.,The selected Ventriculomegaly pattern differentiates Restless legs syndrome from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-2AD2B8D057FD,DIS-NEUR-162,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Restless legs syndrome.,Fluctuating attention is interpreted against the disease-specific mimics of Restless legs syndrome.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Restless legs syndrome illness script.,The selected Fluctuating attention pattern differentiates Restless legs syndrome from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-8E35C6FFD348,DIS-NEUR-MEDICATIONOVERUSEHEA,FND-NEUR-PAPILLEDEMA,present,classic,Timing and phenotype determine sensitivity of papilledema in Medication-overuse headache.,Papilledema is interpreted against the disease-specific mimics of Medication-overuse headache.,condition-specific,condition-specific,"Frequent use of acute analgesic or migraine medication can perpetuate chronic daily headache and requires withdrawal planning. Here, 'Papilledema' is interpreted as an explicit disease-level finding.",'Papilledema' helps distinguish Medication-overuse headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-F07BF5B72EAC,DIS-NEUR-MEDICATIONOVERUSEHEA,FND-NEUR-XANTHOCHROMIA,present,supportive,Timing and phenotype determine sensitivity of xanthochromia in Medication-overuse headache.,Xanthochromia is interpreted against the disease-specific mimics of Medication-overuse headache.,condition-specific,condition-specific,"Frequent use of acute analgesic or migraine medication can perpetuate chronic daily headache and requires withdrawal planning. Here, 'Xanthochromia' is interpreted as an explicit disease-level finding.",'Xanthochromia' helps distinguish Medication-overuse headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-61B98F29776A,DIS-NEUR-MEDICATIONOVERUSEHEA,FND-NEUR-ELEVATEDOPENINGPRESS,present,supportive,Timing and phenotype determine sensitivity of elevated opening pressure in Medication-overuse headache.,Elevated opening pressure is interpreted against the disease-specific mimics of Medication-overuse headache.,condition-specific,condition-specific,"Frequent use of acute analgesic or migraine medication can perpetuate chronic daily headache and requires withdrawal planning. Here, 'Elevated opening pressure' is interpreted as an explicit disease-level finding.",'Elevated opening pressure' helps distinguish Medication-overuse headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-DCE163779EFA,DIS-NEUR-MEDICATIONOVERUSEHEA,FND-NEUR-MENINGISMUS,present,supportive,Timing and phenotype determine sensitivity of meningismus in Medication-overuse headache.,Meningismus is interpreted against the disease-specific mimics of Medication-overuse headache.,condition-specific,condition-specific,"Frequent use of acute analgesic or migraine medication can perpetuate chronic daily headache and requires withdrawal planning. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Medication-overuse headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-010F80B1D018,DIS-NEUR-TENSIONTYPEHEADACHE,FND-NEUR-PAPILLEDEMA,present,classic,Timing and phenotype determine sensitivity of papilledema in Tension-type headache.,Papilledema is interpreted against the disease-specific mimics of Tension-type headache.,condition-specific,condition-specific,"Bilateral pressing or tightening headache without prominent nausea or focal neurologic findings supports tension-type headache. Here, 'Papilledema' is interpreted as an explicit disease-level finding.",'Papilledema' helps distinguish Tension-type headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-5317F0F2A584,DIS-NEUR-TENSIONTYPEHEADACHE,FND-NEUR-XANTHOCHROMIA,present,supportive,Timing and phenotype determine sensitivity of xanthochromia in Tension-type headache.,Xanthochromia is interpreted against the disease-specific mimics of Tension-type headache.,condition-specific,condition-specific,"Bilateral pressing or tightening headache without prominent nausea or focal neurologic findings supports tension-type headache. Here, 'Xanthochromia' is interpreted as an explicit disease-level finding.",'Xanthochromia' helps distinguish Tension-type headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-D73EE1B76B05,DIS-NEUR-TENSIONTYPEHEADACHE,FND-NEUR-ELEVATEDOPENINGPRESS,present,supportive,Timing and phenotype determine sensitivity of elevated opening pressure in Tension-type headache.,Elevated opening pressure is interpreted against the disease-specific mimics of Tension-type headache.,condition-specific,condition-specific,"Bilateral pressing or tightening headache without prominent nausea or focal neurologic findings supports tension-type headache. Here, 'Elevated opening pressure' is interpreted as an explicit disease-level finding.",'Elevated opening pressure' helps distinguish Tension-type headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-38F2C7232649,DIS-NEUR-TENSIONTYPEHEADACHE,FND-NEUR-MENINGISMUS,present,supportive,Timing and phenotype determine sensitivity of meningismus in Tension-type headache.,Meningismus is interpreted against the disease-specific mimics of Tension-type headache.,condition-specific,condition-specific,"Bilateral pressing or tightening headache without prominent nausea or focal neurologic findings supports tension-type headache. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Tension-type headache when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-8978DAFF2FD5,DIS-NEUR-VESTIBULARMIGRAINE,FND-NEUR-PAPILLEDEMA,present,classic,Timing and phenotype determine sensitivity of papilledema in Vestibular migraine.,Papilledema is interpreted against the disease-specific mimics of Vestibular migraine.,condition-specific,condition-specific,"Episodic vertigo with migrainous features and no fixed focal vestibular deficit supports vestibular migraine. Here, 'Papilledema' is interpreted as an explicit disease-level finding.",'Papilledema' helps distinguish Vestibular migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-64107239240F,DIS-NEUR-VESTIBULARMIGRAINE,FND-NEUR-XANTHOCHROMIA,present,supportive,Timing and phenotype determine sensitivity of xanthochromia in Vestibular migraine.,Xanthochromia is interpreted against the disease-specific mimics of Vestibular migraine.,condition-specific,condition-specific,"Episodic vertigo with migrainous features and no fixed focal vestibular deficit supports vestibular migraine. Here, 'Xanthochromia' is interpreted as an explicit disease-level finding.",'Xanthochromia' helps distinguish Vestibular migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-EBF7366BD500,DIS-NEUR-VESTIBULARMIGRAINE,FND-NEUR-ELEVATEDOPENINGPRESS,present,supportive,Timing and phenotype determine sensitivity of elevated opening pressure in Vestibular migraine.,Elevated opening pressure is interpreted against the disease-specific mimics of Vestibular migraine.,condition-specific,condition-specific,"Episodic vertigo with migrainous features and no fixed focal vestibular deficit supports vestibular migraine. Here, 'Elevated opening pressure' is interpreted as an explicit disease-level finding.",'Elevated opening pressure' helps distinguish Vestibular migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-8D511E351E5A,DIS-NEUR-VESTIBULARMIGRAINE,FND-NEUR-MENINGISMUS,present,supportive,Timing and phenotype determine sensitivity of meningismus in Vestibular migraine.,Meningismus is interpreted against the disease-specific mimics of Vestibular migraine.,condition-specific,condition-specific,"Episodic vertigo with migrainous features and no fixed focal vestibular deficit supports vestibular migraine. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Vestibular migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-742D104F72E2,DIS-NEUR-CHRONICMIGRAINE,FND-NEUR-PAPILLEDEMA,present,classic,Timing and phenotype determine sensitivity of papilledema in Chronic migraine.,Papilledema is interpreted against the disease-specific mimics of Chronic migraine.,condition-specific,condition-specific,"Headache on at least fifteen days each month with migrainous features on a subset requires attention to medication overuse and prevention. Here, 'Papilledema' is interpreted as an explicit disease-level finding.",'Papilledema' helps distinguish Chronic migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-310BF59DA374,DIS-NEUR-CHRONICMIGRAINE,FND-NEUR-XANTHOCHROMIA,present,supportive,Timing and phenotype determine sensitivity of xanthochromia in Chronic migraine.,Xanthochromia is interpreted against the disease-specific mimics of Chronic migraine.,condition-specific,condition-specific,"Headache on at least fifteen days each month with migrainous features on a subset requires attention to medication overuse and prevention. Here, 'Xanthochromia' is interpreted as an explicit disease-level finding.",'Xanthochromia' helps distinguish Chronic migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-52AB15CB57FB,DIS-NEUR-CHRONICMIGRAINE,FND-NEUR-ELEVATEDOPENINGPRESS,present,supportive,Timing and phenotype determine sensitivity of elevated opening pressure in Chronic migraine.,Elevated opening pressure is interpreted against the disease-specific mimics of Chronic migraine.,condition-specific,condition-specific,"Headache on at least fifteen days each month with migrainous features on a subset requires attention to medication overuse and prevention. Here, 'Elevated opening pressure' is interpreted as an explicit disease-level finding.",'Elevated opening pressure' helps distinguish Chronic migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-9D3C4DE269C3,DIS-NEUR-CHRONICMIGRAINE,FND-NEUR-MENINGISMUS,present,supportive,Timing and phenotype determine sensitivity of meningismus in Chronic migraine.,Meningismus is interpreted against the disease-specific mimics of Chronic migraine.,condition-specific,condition-specific,"Headache on at least fifteen days each month with migrainous features on a subset requires attention to medication overuse and prevention. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Chronic migraine when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-5D3DDCF712EF,DIS-NEUR-OCCIPITALNEURALGIA,FND-NEUR-PAPILLEDEMA,present,classic,Timing and phenotype determine sensitivity of papilledema in Occipital neuralgia.,Papilledema is interpreted against the disease-specific mimics of Occipital neuralgia.,condition-specific,condition-specific,"Paroxysmal stabbing pain in the occipital nerve distribution with local tenderness or trigger points supports occipital neuralgia. Here, 'Papilledema' is interpreted as an explicit disease-level finding.",'Papilledema' helps distinguish Occipital neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-C0F12DA556D7,DIS-NEUR-OCCIPITALNEURALGIA,FND-NEUR-XANTHOCHROMIA,present,supportive,Timing and phenotype determine sensitivity of xanthochromia in Occipital neuralgia.,Xanthochromia is interpreted against the disease-specific mimics of Occipital neuralgia.,condition-specific,condition-specific,"Paroxysmal stabbing pain in the occipital nerve distribution with local tenderness or trigger points supports occipital neuralgia. Here, 'Xanthochromia' is interpreted as an explicit disease-level finding.",'Xanthochromia' helps distinguish Occipital neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-3F47199EAD80,DIS-NEUR-OCCIPITALNEURALGIA,FND-NEUR-ELEVATEDOPENINGPRESS,present,supportive,Timing and phenotype determine sensitivity of elevated opening pressure in Occipital neuralgia.,Elevated opening pressure is interpreted against the disease-specific mimics of Occipital neuralgia.,condition-specific,condition-specific,"Paroxysmal stabbing pain in the occipital nerve distribution with local tenderness or trigger points supports occipital neuralgia. Here, 'Elevated opening pressure' is interpreted as an explicit disease-level finding.",'Elevated opening pressure' helps distinguish Occipital neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-C2B01089B6C2,DIS-NEUR-OCCIPITALNEURALGIA,FND-NEUR-MENINGISMUS,present,supportive,Timing and phenotype determine sensitivity of meningismus in Occipital neuralgia.,Meningismus is interpreted against the disease-specific mimics of Occipital neuralgia.,condition-specific,condition-specific,"Paroxysmal stabbing pain in the occipital nerve distribution with local tenderness or trigger points supports occipital neuralgia. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Occipital neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-75155CF91043,DIS-NEUR-GLOSSOPHARYNGEALNEUR,FND-NEUR-PAPILLEDEMA,present,classic,Timing and phenotype determine sensitivity of papilledema in Glossopharyngeal neuralgia.,Papilledema is interpreted against the disease-specific mimics of Glossopharyngeal neuralgia.,condition-specific,condition-specific,"Brief electric pain in the throat, tonsillar fossa, or deep ear triggered by swallowing or coughing supports glossopharyngeal neuralgia. Here, 'Papilledema' is interpreted as an explicit disease-level finding.",'Papilledema' helps distinguish Glossopharyngeal neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-66CFB5919EDC,DIS-NEUR-GLOSSOPHARYNGEALNEUR,FND-NEUR-XANTHOCHROMIA,present,supportive,Timing and phenotype determine sensitivity of xanthochromia in Glossopharyngeal neuralgia.,Xanthochromia is interpreted against the disease-specific mimics of Glossopharyngeal neuralgia.,condition-specific,condition-specific,"Brief electric pain in the throat, tonsillar fossa, or deep ear triggered by swallowing or coughing supports glossopharyngeal neuralgia. Here, 'Xanthochromia' is interpreted as an explicit disease-level finding.",'Xanthochromia' helps distinguish Glossopharyngeal neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-DEAAB1176C2C,DIS-NEUR-GLOSSOPHARYNGEALNEUR,FND-NEUR-ELEVATEDOPENINGPRESS,present,supportive,Timing and phenotype determine sensitivity of elevated opening pressure in Glossopharyngeal neuralgia.,Elevated opening pressure is interpreted against the disease-specific mimics of Glossopharyngeal neuralgia.,condition-specific,condition-specific,"Brief electric pain in the throat, tonsillar fossa, or deep ear triggered by swallowing or coughing supports glossopharyngeal neuralgia. Here, 'Elevated opening pressure' is interpreted as an explicit disease-level finding.",'Elevated opening pressure' helps distinguish Glossopharyngeal neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-6DE279FC3B9D,DIS-NEUR-GLOSSOPHARYNGEALNEUR,FND-NEUR-MENINGISMUS,present,supportive,Timing and phenotype determine sensitivity of meningismus in Glossopharyngeal neuralgia.,Meningismus is interpreted against the disease-specific mimics of Glossopharyngeal neuralgia.,condition-specific,condition-specific,"Brief electric pain in the throat, tonsillar fossa, or deep ear triggered by swallowing or coughing supports glossopharyngeal neuralgia. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Glossopharyngeal neuralgia when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-F1835DE8D902,DIS-NEUR-NEUROBORRELIOSIS,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Neuroborreliosis.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Neuroborreliosis.,condition-specific,condition-specific,"Painful radiculopathy, facial palsy, or aseptic meningitis with compatible exposure and intrathecal antibody evidence supports neuroborreliosis. Here, 'Neurofibrillary tangles' is interpreted as an explicit disease-level finding.",'Neurofibrillary tangles' helps distinguish Neuroborreliosis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-DE2E7FC75568,DIS-NEUR-NEUROBORRELIOSIS,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Neuroborreliosis.,Lewy bodies is interpreted against the disease-specific mimics of Neuroborreliosis.,condition-specific,condition-specific,"Painful radiculopathy, facial palsy, or aseptic meningitis with compatible exposure and intrathecal antibody evidence supports neuroborreliosis. Here, 'Lewy bodies' is interpreted as an explicit disease-level finding.",'Lewy bodies' helps distinguish Neuroborreliosis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-E45C413AEF82,DIS-NEUR-NEUROBORRELIOSIS,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Neuroborreliosis.,Ventriculomegaly is interpreted against the disease-specific mimics of Neuroborreliosis.,condition-specific,condition-specific,"Painful radiculopathy, facial palsy, or aseptic meningitis with compatible exposure and intrathecal antibody evidence supports neuroborreliosis. Here, 'Ventriculomegaly' is interpreted as an explicit disease-level finding.",'Ventriculomegaly' helps distinguish Neuroborreliosis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-CEDDE9C7FE08,DIS-NEUR-NEUROBORRELIOSIS,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Neuroborreliosis.,Fluctuating attention is interpreted against the disease-specific mimics of Neuroborreliosis.,condition-specific,condition-specific,"Painful radiculopathy, facial palsy, or aseptic meningitis with compatible exposure and intrathecal antibody evidence supports neuroborreliosis. Here, 'Fluctuating attention' is interpreted as an explicit disease-level finding.",'Fluctuating attention' helps distinguish Neuroborreliosis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-E5B6ACA3D46F,DIS-NEUR-RABIESENCEPHALITIS,FND-NEUR-MENINGISMUS,present,classic,Timing and phenotype determine sensitivity of meningismus in Rabies encephalitis.,Meningismus is interpreted against the disease-specific mimics of Rabies encephalitis.,condition-specific,condition-specific,"Encephalitis with hydrophobia, aerophobia, and autonomic instability after a mammal exposure is a public-health emergency. Here, 'Meningismus' is interpreted as an explicit disease-level finding.",'Meningismus' helps distinguish Rabies encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-0BE0287AFA49,DIS-NEUR-RABIESENCEPHALITIS,FND-NEUR-NEUTROPHILICCSF,present,supportive,Timing and phenotype determine sensitivity of neutrophilic csf in Rabies encephalitis.,Neutrophilic CSF is interpreted against the disease-specific mimics of Rabies encephalitis.,condition-specific,condition-specific,"Encephalitis with hydrophobia, aerophobia, and autonomic instability after a mammal exposure is a public-health emergency. Here, 'Neutrophilic CSF' is interpreted as an explicit disease-level finding.",'Neutrophilic CSF' helps distinguish Rabies encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-572133BF771B,DIS-NEUR-RABIESENCEPHALITIS,FND-NEUR-LYMPHOCYTICCSF,present,supportive,Timing and phenotype determine sensitivity of lymphocytic csf in Rabies encephalitis.,Lymphocytic CSF is interpreted against the disease-specific mimics of Rabies encephalitis.,condition-specific,condition-specific,"Encephalitis with hydrophobia, aerophobia, and autonomic instability after a mammal exposure is a public-health emergency. Here, 'Lymphocytic CSF' is interpreted as an explicit disease-level finding.",'Lymphocytic CSF' helps distinguish Rabies encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-4794C2CB0ADA,DIS-NEUR-RABIESENCEPHALITIS,FND-NEUR-LOWCSFGLUCOSE,present,supportive,Timing and phenotype determine sensitivity of low csf glucose in Rabies encephalitis.,Low CSF glucose is interpreted against the disease-specific mimics of Rabies encephalitis.,condition-specific,condition-specific,"Encephalitis with hydrophobia, aerophobia, and autonomic instability after a mammal exposure is a public-health emergency. Here, 'Low CSF glucose' is interpreted as an explicit disease-level finding.",'Low CSF glucose' helps distinguish Rabies encephalitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-1404B55F5375,DIS-NEUR-ACUTEFLACCIDMYELITIS,FND-NEUR-OLIGOCLONALBANDS,present,classic,Timing and phenotype determine sensitivity of oligoclonal bands in Acute flaccid myelitis.,Oligoclonal bands is interpreted against the disease-specific mimics of Acute flaccid myelitis.,condition-specific,condition-specific,"Acute asymmetric flaccid limb weakness with anterior-horn-cell spinal MRI abnormalities, often after viral illness, supports acute flaccid myelitis. Here, 'Oligoclonal bands' is interpreted as an explicit disease-level finding.",'Oligoclonal bands' helps distinguish Acute flaccid myelitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-714DB9BF91F5,DIS-NEUR-ACUTEFLACCIDMYELITIS,FND-NEUR-AQUAPORIN4ANTIBODIES,present,supportive,Timing and phenotype determine sensitivity of aquaporin-4 antibodies in Acute flaccid myelitis.,Aquaporin-4 antibodies is interpreted against the disease-specific mimics of Acute flaccid myelitis.,condition-specific,condition-specific,"Acute asymmetric flaccid limb weakness with anterior-horn-cell spinal MRI abnormalities, often after viral illness, supports acute flaccid myelitis. Here, 'Aquaporin-4 antibodies' is interpreted as an explicit disease-level finding.",'Aquaporin-4 antibodies' helps distinguish Acute flaccid myelitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-434EA64CB94D,DIS-NEUR-ACUTEFLACCIDMYELITIS,FND-NEUR-DAWSONFINGERS,present,supportive,Timing and phenotype determine sensitivity of dawson fingers in Acute flaccid myelitis.,Dawson fingers is interpreted against the disease-specific mimics of Acute flaccid myelitis.,condition-specific,condition-specific,"Acute asymmetric flaccid limb weakness with anterior-horn-cell spinal MRI abnormalities, often after viral illness, supports acute flaccid myelitis. Here, 'Dawson fingers' is interpreted as an explicit disease-level finding.",'Dawson fingers' helps distinguish Acute flaccid myelitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-9992BDA1A445,DIS-NEUR-ACUTEFLACCIDMYELITIS,FND-NEUR-INTERNUCLEAROPHTHALM,present,supportive,Timing and phenotype determine sensitivity of internuclear ophthalmoplegia in Acute flaccid myelitis.,Internuclear ophthalmoplegia is interpreted against the disease-specific mimics of Acute flaccid myelitis.,condition-specific,condition-specific,"Acute asymmetric flaccid limb weakness with anterior-horn-cell spinal MRI abnormalities, often after viral illness, supports acute flaccid myelitis. Here, 'Internuclear ophthalmoplegia' is interpreted as an explicit disease-level finding.",'Internuclear ophthalmoplegia' helps distinguish Acute flaccid myelitis when evaluated with the actual onset and examination.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,supportive
DNF-NEUR-2741982CF176,DIS-NEUR-FACIOSCAPULOHUMERALM,FND-NEUR-FATIGABLEPTOSIS,present,classic,Timing and phenotype determine sensitivity of fatigable ptosis in Facioscapulohumeral muscular dystrophy.,Fatigable ptosis is interpreted against the disease-specific mimics of Facioscapulohumeral muscular dystrophy.,condition-specific,condition-specific,Fatigable ptosis contributes a defined finding pattern to the explicit Facioscapulohumeral muscular dystrophy illness script.,The selected Fatigable ptosis pattern differentiates Facioscapulohumeral muscular dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-E3F4E6BDA3FE,DIS-NEUR-FACIOSCAPULOHUMERALM,FND-NEUR-NOSENSORYLOSS,present,supportive,Timing and phenotype determine sensitivity of no sensory loss in Facioscapulohumeral muscular dystrophy.,No sensory loss is interpreted against the disease-specific mimics of Facioscapulohumeral muscular dystrophy.,condition-specific,condition-specific,No sensory loss contributes a defined finding pattern to the explicit Facioscapulohumeral muscular dystrophy illness script.,The selected No sensory loss pattern differentiates Facioscapulohumeral muscular dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
DNF-NEUR-BC15DC7BCA6E,DIS-NEUR-FACIOSCAPULOHUMERALM,FND-NEUR-ALBUMINOCYTOLOGICDIS,present,supportive,Timing and phenotype determine sensitivity of albuminocytologic dissociation in Facioscapulohumeral muscular dystrophy.,Albuminocytologic dissociation is interpreted against the disease-specific mimics of Facioscapulohumeral muscular dystrophy.,condition-specific,condition-specific,Albuminocytologic dissociation contributes a defined finding pattern to the explicit Facioscapulohumeral muscular dystrophy illness script.,The selected Albuminocytologic dissociation pattern differentiates Facioscapulohumeral muscular dystrophy from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated,
