finding_localization_id,finding_id,localization_id,laterality,motor_findings,sensory_findings,reflex_findings,cranial_nerve_findings,cortical_signs,clinical_meaning,source_status,ipsilateral_effects,contralateral_effects,face_body_pattern,motor_pattern,sensory_pattern,reflex_pattern,cranial_nerve_pattern,visual_field_pattern,autonomic_pattern,bowel_bladder_pattern,distinguishing_features,commonly_tested
FLOC-NEUR-B5FC2EBFE6CB,FND-NEUR-MIDLINESHIFT,LOC-NEUR-638E4F670A22,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic radiations in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic radiations lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic radiations.,Sensory pattern is interpreted in relation to Optic radiations.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Midline shift is linked to Optic radiations only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-0169806837FA,FND-NEUR-MIDLINESHIFT,LOC-NEUR-708B17430BB7,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Caudate in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Caudate lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Caudate.,Sensory pattern is interpreted in relation to Caudate.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Midline shift is linked to Caudate only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-99FEC33E6089,FND-NEUR-FAEB46066587,LOC-NEUR-9C7B467FD4F4,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Broca region in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Broca region lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Broca region.,Sensory pattern is interpreted in relation to Broca region.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Neonatal hypotonia is linked to Broca region only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-2D8B7CAA643E,FND-NEUR-FAEB46066587,LOC-NEUR-6A49A2418699,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Lateral brainstem in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Lateral brainstem lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Lateral brainstem.,Sensory pattern is interpreted in relation to Lateral brainstem.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Neonatal hypotonia is linked to Lateral brainstem only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-0DE08ABF765C,FND-NEUR-NEUROFIBRILLARYTANGL,LOC-NEUR-647BE02DFA8D,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Wernicke region in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Wernicke region lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Wernicke region.,Sensory pattern is interpreted in relation to Wernicke region.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Neurofibrillary tangles is linked to Wernicke region only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-87DF09D50DC6,FND-NEUR-NEUROFIBRILLARYTANGL,LOC-NEUR-53C24D7CC2BE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Thoracic cord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Thoracic cord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Thoracic cord.,Sensory pattern is interpreted in relation to Thoracic cord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Neurofibrillary tangles is linked to Thoracic cord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-69B54E819B3F,FND-NEUR-NEUTROPHILICCSF,LOC-NEUR-CFF12913FEDF,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Arcuate fasciculus in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Arcuate fasciculus lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Arcuate fasciculus.,Sensory pattern is interpreted in relation to Arcuate fasciculus.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Neutrophilic CSF is linked to Arcuate fasciculus only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-00A0A4EDA074,FND-NEUR-NEUTROPHILICCSF,LOC-NEUR-1D8C1BDFB097,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Central cord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Central cord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Central cord.,Sensory pattern is interpreted in relation to Central cord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Neutrophilic CSF is linked to Central cord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-AE6ACC8A902F,FND-NEUR-NOSENSORYLOSS,LOC-NEUR-NEUROMUSCULARJUNCTIO,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Neuromuscular junction in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Neuromuscular junction lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Neuromuscular junction.,Sensory pattern is interpreted in relation to Neuromuscular junction.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",No sensory loss is linked to Neuromuscular junction only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-BC0B8A44BF7B,FND-NEUR-NOSENSORYLOSS,LOC-NEUR-PERIPHERALNERVE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Peripheral nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Peripheral nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Peripheral nerve.,Sensory pattern is interpreted in relation to Peripheral nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",No sensory loss is linked to Peripheral nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-FBF3C1D78515,FND-NEUR-OLIGOCLONALBANDS,LOC-NEUR-8C784684C3A7,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve II in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve II lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve II.,Sensory pattern is interpreted in relation to Cranial nerve II.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Oligoclonal bands is linked to Cranial nerve II only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-315BE49E4949,FND-NEUR-OLIGOCLONALBANDS,LOC-NEUR-CFF12913FEDF,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Arcuate fasciculus in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Arcuate fasciculus lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Arcuate fasciculus.,Sensory pattern is interpreted in relation to Arcuate fasciculus.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Oligoclonal bands is linked to Arcuate fasciculus only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-16994AD9EDDB,FND-NEUR-CAA8558FC587,LOC-NEUR-06F9E5A9DAC5,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve III in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve III lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve III.,Sensory pattern is interpreted in relation to Cranial nerve III.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Optic neuritis is linked to Cranial nerve III only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-9233ADBDE889,FND-NEUR-CAA8558FC587,LOC-NEUR-AF2DA84BA25E,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve VII in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve VII lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve VII.,Sensory pattern is interpreted in relation to Cranial nerve VII.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Optic neuritis is linked to Cranial nerve VII only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-8CE04E538938,FND-NEUR-PAPILLEDEMA,LOC-NEUR-5B2622BA4CC2,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic nerve.,Sensory pattern is interpreted in relation to Optic nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Papilledema is linked to Optic nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-A776AD1D3517,FND-NEUR-PAPILLEDEMA,LOC-NEUR-OCCIPITALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Occipital lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Occipital lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Occipital lobe.,Sensory pattern is interpreted in relation to Occipital lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Papilledema is linked to Occipital lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-77B8B772D35E,FND-NEUR-34C06B2CF246,LOC-NEUR-7D3D334BEC07,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve V in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve V lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve V.,Sensory pattern is interpreted in relation to Cranial nerve V.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Perivascular pseudorosettes is linked to Cranial nerve V only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-31BB12576362,FND-NEUR-34C06B2CF246,LOC-NEUR-INTERNALCAPSULE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Internal capsule in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Internal capsule lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Internal capsule.,Sensory pattern is interpreted in relation to Internal capsule.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Perivascular pseudorosettes is linked to Internal capsule only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-3BD3F9B50B43,FND-NEUR-316E24CF8AD2,LOC-NEUR-TEMPORALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Temporal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Temporal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Temporal lobe.,Sensory pattern is interpreted in relation to Temporal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Postictal confusion is linked to Temporal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-11878BE72B4C,FND-NEUR-316E24CF8AD2,LOC-NEUR-783678A5C969,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cerebral cortex in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cerebral cortex lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cerebral cortex.,Sensory pattern is interpreted in relation to Cerebral cortex.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Postictal confusion is linked to Cerebral cortex only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-D0C5CD117F01,FND-NEUR-PRONATORDRIFT,LOC-NEUR-CORTICOSPINALTRACT,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Corticospinal tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Corticospinal tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Corticospinal tract.,Sensory pattern is interpreted in relation to Corticospinal tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Pronator drift is linked to Corticospinal tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-50D0F1837D72,FND-NEUR-PRONATORDRIFT,LOC-NEUR-FRONTALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Frontal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Frontal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Frontal lobe.,Sensory pattern is interpreted in relation to Frontal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Pronator drift is linked to Frontal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-7D8627F7F956,FND-NEUR-PSEUDOPALISADINGNECR,LOC-NEUR-4D357CCC6A4B,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve VIII in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve VIII lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve VIII.,Sensory pattern is interpreted in relation to Cranial nerve VIII.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Pseudopalisading necrosis is linked to Cranial nerve VIII only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-1800BBA02909,FND-NEUR-PSEUDOPALISADINGNECR,LOC-NEUR-SPINOTHALAMICTRACT,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Spinothalamic tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Spinothalamic tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Spinothalamic tract.,Sensory pattern is interpreted in relation to Spinothalamic tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Pseudopalisading necrosis is linked to Spinothalamic tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-0A3D641C0F18,FND-NEUR-RESTINGPILLROLLINGTR,LOC-NEUR-9632DCF2A991,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve IX in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve IX lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve IX.,Sensory pattern is interpreted in relation to Cranial nerve IX.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Resting pill-rolling tremor is linked to Cranial nerve IX only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-1DD5D54E3080,FND-NEUR-RESTINGPILLROLLINGTR,LOC-NEUR-PERIPHERALNERVE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Peripheral nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Peripheral nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Peripheral nerve.,Sensory pattern is interpreted in relation to Peripheral nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Resting pill-rolling tremor is linked to Peripheral nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-B3222E103E25,FND-NEUR-ROSENTHALFIBERS,LOC-NEUR-C428112E052E,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve X in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve X lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve X.,Sensory pattern is interpreted in relation to Cranial nerve X.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Rosenthal fibers is linked to Cranial nerve X only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-46C5D67D4E49,FND-NEUR-ROSENTHALFIBERS,LOC-NEUR-638E4F670A22,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic radiations in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic radiations lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic radiations.,Sensory pattern is interpreted in relation to Optic radiations.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Rosenthal fibers is linked to Optic radiations only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-E7398F905FB2,FND-NEUR-SADDLEANESTHESIA,LOC-NEUR-9248D47FC9E7,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve XI in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve XI lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve XI.,Sensory pattern is interpreted in relation to Cranial nerve XI.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Saddle anesthesia is linked to Cranial nerve XI only as a clinically interpretable lesion-localization clue.,true
