disease_presentation_id,disease_id,presentation_id,source_review_status,medical_review_status,relationship_role,typicality,frequency_category,acuity,age_context,pregnancy_context,clinical_setting,key_positive_clues,key_negative_clues,cannot_miss,step_levels,subject_exams,source_status
DPR-NEUR-BF769AEA8DE9,DIS-NEUR-163,PRS-008,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,urgent evaluation when an immunocompromised patient has focal neurologic symptoms or possible intracranial mass effect,Subacute focal neurologic deficit in an appropriately immunocompromised host supports cerebral toxoplasmosis. Headache seizure altered mental status or fever can accompany it but are not required.,No single symptom confirms cerebral toxoplasmosis; absent associated symptoms do not exclude it.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DPR-NEUR-6AD33A762D1E,DIS-NEUR-130,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Oligodendroglioma: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-E45EC1AE0108,DIS-NEUR-130,PRS-NEUR-051,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Oligodendroglioma: acute focal neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-045EEF4322B4,DIS-NEUR-131,PRS-006,draft_ai_generated,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,A slowly progressive focal deficit or seizure with a dural-based enhancing lesion suggests meningioma rather than CNS infection. The linked presentation 'Altered mental status' is linked because its timing and associated examination findings match this illness script.,"For Meningioma, absence of the expected syndrome features prompts a search to its documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-040B431E5875,DIS-NEUR-131,PRS-007,draft_ai_generated,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,A slowly progressive focal deficit or seizure with a dural-based enhancing lesion suggests meningioma rather than CNS infection. The linked presentation 'Headache' is linked because its timing and associated examination findings match this illness script.,"For Meningioma, absence of the expected syndrome features prompts a search to its documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-080CCB97160A,DIS-NEUR-131,PRS-NEUR-063,draft_ai_generated,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,A slowly progressive focal deficit or seizure with a dural-based enhancing lesion suggests meningioma rather than CNS infection. The linked presentation 'First seizure' is linked because its timing and associated examination findings match this illness script.,"For Meningioma, absence of the expected syndrome features prompts a search to its documented alternatives.",false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DPR-NEUR-20DF57366848,DIS-NEUR-132,PRS-NEUR-PROGRESSIVEHEADACHE,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Vestibular schwannoma: progressive headache is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-7696664541EA,DIS-NEUR-132,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Vestibular schwannoma: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-65C0366D1531,DIS-NEUR-132,PRS-NEUR-051,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Vestibular schwannoma: acute focal neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-6C32E6A20961,DIS-NEUR-133,PRS-NEUR-PROGRESSIVEHEADACHE,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Pituitary adenoma: progressive headache is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-8B0EFA18DE02,DIS-NEUR-133,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Pituitary adenoma: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-78ABACE9078B,DIS-NEUR-133,PRS-NEUR-051,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Pituitary adenoma: acute focal neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-087D1C781460,DIS-NEUR-134,PRS-NEUR-PROGRESSIVEHEADACHE,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Medulloblastoma: progressive headache is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-654A873BF6BE,DIS-NEUR-134,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Medulloblastoma: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-50FE2BB5904B,DIS-NEUR-134,PRS-NEUR-051,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Medulloblastoma: acute focal neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-297E3BD97440,DIS-NEUR-135,PRS-NEUR-PROGRESSIVEHEADACHE,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Primary CNS lymphoma: progressive headache is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-A01B9F5A7D87,DIS-NEUR-135,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Primary CNS lymphoma: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-37AF8C90D6DD,DIS-NEUR-135,PRS-NEUR-051,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Primary CNS lymphoma: acute focal neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-4B7AEDA50E11,DIS-NEUR-136,PRS-NEUR-PROGRESSIVEHEADACHE,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Brain metastases: progressive headache is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-1FD6AD1501AB,DIS-NEUR-136,PRS-NEUR-063,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Brain metastases: first seizure is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-A39FDA835AF4,DIS-NEUR-136,PRS-NEUR-051,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Brain metastases: acute focal neurologic deficit is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-21C2FF394DED,DIS-NEUR-137,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Increased intracranial pressure: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-835A433831C0,DIS-NEUR-137,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Increased intracranial pressure: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-7615F407E15A,DIS-NEUR-137,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Increased intracranial pressure: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-A3F6604A5411,DIS-NEUR-137,PRS-NEUR-064,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Increased intracranial pressure: gait disturbance is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-3AAC6C0C3E64,DIS-NEUR-138,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Obstructive hydrocephalus: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-9C9FDA7F34F9,DIS-NEUR-138,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Obstructive hydrocephalus: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-63EA5EC19252,DIS-NEUR-138,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Obstructive hydrocephalus: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-B5180F9C811F,DIS-NEUR-138,PRS-NEUR-064,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Obstructive hydrocephalus: gait disturbance is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-9CFD33246F1F,DIS-NEUR-139,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Communicating hydrocephalus: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-C1B7AB5059BA,DIS-NEUR-139,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Communicating hydrocephalus: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-F9C1DF83B594,DIS-NEUR-139,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Communicating hydrocephalus: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-AF4FE4C8AEFC,DIS-NEUR-139,PRS-NEUR-064,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Communicating hydrocephalus: gait disturbance is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-6C8C55D25391,DIS-NEUR-140,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Uncal herniation: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-FC9FF11E8700,DIS-NEUR-140,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Uncal herniation: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-31148EEE4FE8,DIS-NEUR-140,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Uncal herniation: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-9AC41A8D17A9,DIS-NEUR-140,PRS-NEUR-064,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Uncal herniation: gait disturbance is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-F1D2ACD9054B,DIS-NEUR-141,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Papilledema: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-4A835D3B0DE7,DIS-NEUR-141,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Papilledema: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-4F274967F3BB,DIS-NEUR-141,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Papilledema: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-32A8E5180026,DIS-NEUR-141,PRS-NEUR-064,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Papilledema: gait disturbance is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-53DCB853E257,DIS-NEUR-142,PRS-NEUR-069,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Oculomotor nerve palsy: numbness is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-A79027C03A40,DIS-NEUR-142,PRS-NEUR-PARESTHESIA,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Oculomotor nerve palsy: paresthesia is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-6C3EB42C6E55,DIS-NEUR-142,PRS-021,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Oculomotor nerve palsy: weakness is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-298B45BE6985,DIS-NEUR-143,PRS-NEUR-069,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abducens nerve palsy: numbness is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-788BF39B79D9,DIS-NEUR-143,PRS-NEUR-PARESTHESIA,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abducens nerve palsy: paresthesia is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-4B1EA6BFB065,DIS-NEUR-143,PRS-021,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Abducens nerve palsy: weakness is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-50CF786DCF28,DIS-NEUR-144,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Internuclear ophthalmoplegia: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-12C46251C2F7,DIS-NEUR-144,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Internuclear ophthalmoplegia: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-BB0C6CD40055,DIS-NEUR-144,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Internuclear ophthalmoplegia: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-D957554E762C,DIS-NEUR-145,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Horner syndrome: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-1B054391B380,DIS-NEUR-145,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Horner syndrome: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-6C46F27C1D7C,DIS-NEUR-145,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Horner syndrome: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-7EDA4DEC5F9C,DIS-NEUR-146,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Benign paroxysmal positional vertigo: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-8B8310334B56,DIS-NEUR-146,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Benign paroxysmal positional vertigo: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-D604FAFC9A32,DIS-NEUR-146,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Benign paroxysmal positional vertigo: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-5F71C349FDDD,DIS-NEUR-147,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Vestibular neuritis: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-861AD9CCB077,DIS-NEUR-147,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Vestibular neuritis: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-2AF665B45483,DIS-NEUR-147,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Vestibular neuritis: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-059257261C19,DIS-NEUR-148,PRS-NEUR-067,source_checked,needs_medical_review,classic,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Central vertigo: memory loss is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-FAA9C87FDFBF,DIS-NEUR-148,PRS-NEUR-DELIRIUM,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Central vertigo: delirium is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
DPR-NEUR-3339440F7746,DIS-NEUR-148,PRS-NEUR-056,source_checked,needs_medical_review,common,typical,common,variable,condition-specific,consider only when clinically relevant,emergency for acute instability; otherwise context-specific,Central vertigo: behavioral change is linked because it is a clinically relevant syndrome anchor.,Use discriminating negative findings to redirect the differential without false reassurance.,false,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,partially_source_supported
