disease_treatment_id,disease_id,treatment_id,role,clinical_context,sequence_order,first_line,definitive,rescue_or_escalation,unstable_patient_only,contraindication_notes,board_exam_pearl,source_review_status,medical_review_status,notes,patient_stability,rescue,refractory,contraindicated,avoid,age_context,pregnancy_context,renal_context,hepatic_context,prerequisite_actions,monitoring,step_levels,subject_exams,source_status
DTR-NEUR-290D23F11101,DIS-NEUR-163,TRT-NEUR-703266E6D90D,disease_directed,Pathogen-directed anti-Toxoplasma therapy is indicated for suspected or confirmed cerebral toxoplasmosis in the appropriate clinical setting and should not await biopsy or organism confirmation when clinical suspicion is sufficient.,1,true,false,false,false,Regimen selection requires review of allergy cytopenia risk organ function pregnancy and medication availability.,Clinical response supports reassessment but does not by itself prove the diagnosis.,source_checked,needs_medical_review,Assess clinical and radiologic response; lack of expected improvement should prompt reconsideration of competing diagnoses and possible further evaluation.,Stabilize seizures declining consciousness and mass-effect concern while initiating disease-directed management.,false,false,false,false,condition-specific,specialist regimen selection is required,adjust regimen for renal function,review hepatic function and drug interactions,Obtain urgent neuroimaging and assess safety before invasive diagnostic procedures when mass effect is possible.,Monitor symptoms neurologic examination blood counts organ function and radiologic response; maintenance and immune-status management are individualized.,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DTR-NEUR-2DCD08FB18A6,DIS-NEUR-118,TRT-NEUR-54F0F334B40C,disease_directed_or_symptomatic,"Neuropathic pain management is used for Bell palsy only in the explicit severity, stability, and mechanism context recorded in its manifest.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Neuropathic pain management is distinguished from stabilization, rescue, prevention, and disposition steps in Bell palsy.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-1CD7B43F5C0D,DIS-NEUR-118,TRT-NEUR-E2E26E539E5C,prevention_or_rehabilitation,"Bracing and rehabilitation is used for Bell palsy only in the explicit severity, stability, and mechanism context recorded in its manifest.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Bracing and rehabilitation is distinguished from stabilization, rescue, prevention, and disposition steps in Bell palsy.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-4ED32BF9629C,DIS-NEUR-118,TRT-NEUR-6A30054DD9B5,prevention_or_rehabilitation,"Fall prevention and skin care is used for Bell palsy only in the explicit severity, stability, and mechanism context recorded in its manifest.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Fall prevention and skin care is distinguished from stabilization, rescue, prevention, and disposition steps in Bell palsy.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-8D4BB55F7375,DIS-NEUR-119,TRT-NEUR-16136D7284F3,ineffective_or_avoid,"Treat delirium triggers and avoid deliriogenic medication is used for Ramsay Hunt syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",1,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Treat delirium triggers and avoid deliriogenic medication is distinguished from stabilization, rescue, prevention, and disposition steps in Ramsay Hunt syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-231803BFBAA6,DIS-NEUR-119,TRT-NEUR-0637C3B86CAD,disease_directed_or_symptomatic,"Safety, caregiver, and driving assessment is used for Ramsay Hunt syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Safety, caregiver, and driving assessment is distinguished from stabilization, rescue, prevention, and disposition steps in Ramsay Hunt syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-A26A4177F43F,DIS-NEUR-119,TRT-NEUR-271C14BE7E14,disease_directed_or_symptomatic,"Cognitive symptom treatment when appropriate is used for Ramsay Hunt syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Cognitive symptom treatment when appropriate is distinguished from stabilization, rescue, prevention, and disposition steps in Ramsay Hunt syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-3414C558FC9B,DIS-NEUR-119,TRT-NEUR-EAA0C616C3C9,prevention_or_rehabilitation,"Mobility and fall prevention is used for Ramsay Hunt syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Mobility and fall prevention is distinguished from stabilization, rescue, prevention, and disposition steps in Ramsay Hunt syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-D0C4898FF9A6,DIS-NEUR-125,TRT-NEUR-FB0CF3EABDEB,stabilization,"Anterior spinal artery syndrome has its own mechanism, time course, and localizing pattern in the Phase 4A curation. Stroke-unit stabilization and swallow screening is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Stroke-unit stabilization and swallow screening follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-134A7F8A8494,DIS-NEUR-125,TRT-NEUR-DE72CB35A096,disease_directed_or_symptomatic,"Anterior spinal artery syndrome has its own mechanism, time course, and localizing pattern in the Phase 4A curation. Reperfusion eligibility evaluation is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Reperfusion eligibility evaluation follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-27C05D4131D4,DIS-NEUR-125,TRT-NEUR-75FDE04C7FEB,rescue_or_escalation,"Anterior spinal artery syndrome has its own mechanism, time course, and localizing pattern in the Phase 4A curation. Mechanical thrombectomy evaluation is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Mechanical thrombectomy evaluation follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-D19CF9C8685F,DIS-NEUR-125,TRT-NEUR-CC8D49F6B1AF,prevention_or_rehabilitation,"Anterior spinal artery syndrome has its own mechanism, time course, and localizing pattern in the Phase 4A curation. Antiplatelet or anticoagulation mechanism-specific prevention is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of Antiplatelet or anticoagulation mechanism-specific prevention follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-D59DE1239372,DIS-NEUR-125,TRT-NEUR-76B43E7AE154,prevention_or_rehabilitation,"Anterior spinal artery syndrome has its own mechanism, time course, and localizing pattern in the Phase 4A curation. DVT prevention and rehabilitation is used only at the named stabilization, disease-directed, rescue, prevention, or disposition stage.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"The timing of DVT prevention and rehabilitation follows the defining emergency and mechanism of this disease, rather than list order.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-DBAE084B7C99,DIS-NEUR-126,TRT-NEUR-7B1061B10696,disease_directed_or_symptomatic,"Urgent decompression or cause-directed therapy is used for Brown-Sequard syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Urgent decompression or cause-directed therapy is distinguished from stabilization, rescue, prevention, and disposition steps in Brown-Sequard syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-06A88E513D5F,DIS-NEUR-126,TRT-NEUR-2875530C41F3,disease_directed_or_symptomatic,"Spinal-cord protection and hemodynamic support is used for Brown-Sequard syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Spinal-cord protection and hemodynamic support is distinguished from stabilization, rescue, prevention, and disposition steps in Brown-Sequard syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-82754880C17D,DIS-NEUR-126,TRT-NEUR-4CFA75A2C66F,disease_directed_or_symptomatic,"Bladder and bowel management is used for Brown-Sequard syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Bladder and bowel management is distinguished from stabilization, rescue, prevention, and disposition steps in Brown-Sequard syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-9901D212B41C,DIS-NEUR-126,TRT-NEUR-9CC7855ADF77,prevention_or_rehabilitation,"DVT and pressure-injury prevention is used for Brown-Sequard syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"DVT and pressure-injury prevention is distinguished from stabilization, rescue, prevention, and disposition steps in Brown-Sequard syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-F06CF7BE968C,DIS-NEUR-126,TRT-NEUR-508804898C8F,prevention_or_rehabilitation,"Rehabilitation and mobility planning is used for Brown-Sequard syndrome only in the explicit severity, stability, and mechanism context recorded in its manifest.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Rehabilitation and mobility planning is distinguished from stabilization, rescue, prevention, and disposition steps in Brown-Sequard syndrome.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-7BB3A089586E,DIS-NEUR-127,TRT-NEUR-7B1061B10696,disease_directed_or_symptomatic,"Urgent decompression or cause-directed therapy is used for Syringomyelia only in the explicit severity, stability, and mechanism context recorded in its manifest.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Urgent decompression or cause-directed therapy is distinguished from stabilization, rescue, prevention, and disposition steps in Syringomyelia.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-D216157D2797,DIS-NEUR-127,TRT-NEUR-2875530C41F3,disease_directed_or_symptomatic,"Spinal-cord protection and hemodynamic support is used for Syringomyelia only in the explicit severity, stability, and mechanism context recorded in its manifest.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Spinal-cord protection and hemodynamic support is distinguished from stabilization, rescue, prevention, and disposition steps in Syringomyelia.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-E96D86DB7CE0,DIS-NEUR-127,TRT-NEUR-4CFA75A2C66F,disease_directed_or_symptomatic,"Bladder and bowel management is used for Syringomyelia only in the explicit severity, stability, and mechanism context recorded in its manifest.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Bladder and bowel management is distinguished from stabilization, rescue, prevention, and disposition steps in Syringomyelia.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-A76507C79CD5,DIS-NEUR-127,TRT-NEUR-9CC7855ADF77,prevention_or_rehabilitation,"DVT and pressure-injury prevention is used for Syringomyelia only in the explicit severity, stability, and mechanism context recorded in its manifest.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"DVT and pressure-injury prevention is distinguished from stabilization, rescue, prevention, and disposition steps in Syringomyelia.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-2440540D4E25,DIS-NEUR-127,TRT-NEUR-508804898C8F,prevention_or_rehabilitation,"Rehabilitation and mobility planning is used for Syringomyelia only in the explicit severity, stability, and mechanism context recorded in its manifest.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Rehabilitation and mobility planning is distinguished from stabilization, rescue, prevention, and disposition steps in Syringomyelia.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-E81B6302E593,DIS-NEUR-128,TRT-NEUR-16136D7284F3,ineffective_or_avoid,"Combined upper- and lower-motor-neuron signs without sensory loss support ALS, an important motor-predominant mimic of inflammatory neuropathy. 'Treat delirium triggers and avoid deliriogenic medication' is assigned to acute stabilization, disease-directed treatment, prevention, or escalation as appropriate.",1,true,false,false,true,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"For Amyotrophic lateral sclerosis, the timing and contraindications of 'Treat delirium triggers and avoid deliriogenic medication' follow this illness script, not a generic treatment sequence.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-C3D37C5BF861,DIS-NEUR-128,TRT-NEUR-0637C3B86CAD,disease_directed_or_symptomatic,"Combined upper- and lower-motor-neuron signs without sensory loss support ALS, an important motor-predominant mimic of inflammatory neuropathy. 'Safety, caregiver, and driving assessment' is assigned to acute stabilization, disease-directed treatment, prevention, or escalation as appropriate.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"For Amyotrophic lateral sclerosis, the timing and contraindications of 'Safety, caregiver, and driving assessment' follow this illness script, not a generic treatment sequence.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-3DB8DA33DF97,DIS-NEUR-128,TRT-NEUR-271C14BE7E14,disease_directed_or_symptomatic,"Combined upper- and lower-motor-neuron signs without sensory loss support ALS, an important motor-predominant mimic of inflammatory neuropathy. 'Cognitive symptom treatment when appropriate' is assigned to acute stabilization, disease-directed treatment, prevention, or escalation as appropriate.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"For Amyotrophic lateral sclerosis, the timing and contraindications of 'Cognitive symptom treatment when appropriate' follow this illness script, not a generic treatment sequence.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-F05737E264B4,DIS-NEUR-128,TRT-NEUR-EAA0C616C3C9,prevention_or_rehabilitation,"Combined upper- and lower-motor-neuron signs without sensory loss support ALS, an important motor-predominant mimic of inflammatory neuropathy. 'Mobility and fall prevention' is assigned to acute stabilization, disease-directed treatment, prevention, or escalation as appropriate.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"For Amyotrophic lateral sclerosis, the timing and contraindications of 'Mobility and fall prevention' follow this illness script, not a generic treatment sequence.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-B07788E98398,DIS-NEUR-128,TRT-NEUR-1FC2AF1432AD,disease_directed_or_symptomatic,"Combined upper- and lower-motor-neuron signs without sensory loss support ALS, an important motor-predominant mimic of inflammatory neuropathy. 'Advance-care and support planning' is assigned to acute stabilization, disease-directed treatment, prevention, or escalation as appropriate.",5,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"For Amyotrophic lateral sclerosis, the timing and contraindications of 'Advance-care and support planning' follow this illness script, not a generic treatment sequence.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-2181859C8E15,DIS-NEUR-129,TRT-NEUR-16136D7284F3,ineffective_or_avoid,"Treat delirium triggers and avoid deliriogenic medication is used for Glioblastoma only in the explicit severity, stability, and mechanism context recorded in its manifest.",1,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Treat delirium triggers and avoid deliriogenic medication is distinguished from stabilization, rescue, prevention, and disposition steps in Glioblastoma.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-239EBF483F66,DIS-NEUR-129,TRT-NEUR-0637C3B86CAD,disease_directed_or_symptomatic,"Safety, caregiver, and driving assessment is used for Glioblastoma only in the explicit severity, stability, and mechanism context recorded in its manifest.",2,true,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Safety, caregiver, and driving assessment is distinguished from stabilization, rescue, prevention, and disposition steps in Glioblastoma.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-06D63CE0B3A1,DIS-NEUR-129,TRT-NEUR-271C14BE7E14,disease_directed_or_symptomatic,"Cognitive symptom treatment when appropriate is used for Glioblastoma only in the explicit severity, stability, and mechanism context recorded in its manifest.",3,false,true,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Cognitive symptom treatment when appropriate is distinguished from stabilization, rescue, prevention, and disposition steps in Glioblastoma.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DTR-NEUR-3BC4325F2CD6,DIS-NEUR-129,TRT-NEUR-EAA0C616C3C9,prevention_or_rehabilitation,"Mobility and fall prevention is used for Glioblastoma only in the explicit severity, stability, and mechanism context recorded in its manifest.",4,false,false,false,false,Apply condition-specific contraindications; do not delay emergency stabilization for lower-priority testing.,"Mobility and fall prevention is distinguished from stabilization, rescue, prevention, and disposition steps in Glioblastoma.",draft_ai_generated,needs_medical_review,,"Escalate for airway, respiratory, hemodynamic, seizure, or raised-intracranial-pressure risk.",false,false,false,false,condition-specific,condition-specific,condition-specific,condition-specific,Complete urgent stabilization and syndrome-specific safety checks.,"Monitor response, adverse effects, and disposition needs.",Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
