disease_id,canonical_name,concise_definition,organ_system_primary,board_exam_priority,time_course,severity_or_acuity,epidemiology_summary,risk_factors_summary,pathophysiology_summary,classic_presentation_summary,key_distinguishing_features,common_board_traps,emergency_red_flags,disposition_summary,prognosis_summary,last_reviewed_date,replacement_disease_id,source_review_status,medical_review_status,deprecated,notes,source_status,human_review_status,content_tier,step_levels,subject_exams,tested_as
DIS-NEUR-163,Cerebral toxoplasmosis,Opportunistic central nervous system infection caused by Toxoplasma gondii that produces intracranial lesions.,Neurology,1,Subacute,Urgent,Occurs predominantly with advanced cellular immunosuppression.,Advanced HIV infection or other severe cellular immunosuppression.,Reactivation of latent Toxoplasma gondii in brain tissue produces focal inflammatory lesions.,Subacute headache focal neurologic deficit seizure or altered mental status in an immunocompromised host.,Brain lesions require differentiation from primary CNS lymphoma and other opportunistic infections in the host context.,Ring enhancement is not specific to toxoplasmosis.,Declining consciousness seizures progressive focal deficit or concern for mass effect requires urgent evaluation.,Urgent neuroimaging and specialty-directed management are appropriate when suspected.,Outcome depends on immune status lesion burden and timely pathogen-directed therapy.,2026-08-01,,source_checked,needs_medical_review,false,Source-supported cerebral toxoplasmosis canonical record.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment
DIS-C-0015,Pulmonary embolism,Draft educational illness-script placeholder pending human review.,Pulmonology,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-SYNOVIALSARCOMA,Synovial sarcoma,"Synovial sarcoma is a musculoskeletal or rheumatologic entity in which bone or soft-tissue neoplasia may present with pain, mass effect, pathologic fracture, or characteristic imaging findings.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Age, lesion location, growth, night pain, prior cancer, radiation, and inherited syndromes shape concern.","Age, lesion location, growth, night pain, prior cancer, radiation, and inherited syndromes shape concern.","Bone or soft-tissue neoplasia may present with pain, mass effect, pathologic fracture, or characteristic imaging findings.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-GANGLIONCYST,Ganglion cyst,"Ganglion cyst is a musculoskeletal or rheumatologic entity in which bone or soft-tissue neoplasia may present with pain, mass effect, pathologic fracture, or characteristic imaging findings.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Age, lesion location, growth, night pain, prior cancer, radiation, and inherited syndromes shape concern.","Age, lesion location, growth, night pain, prior cancer, radiation, and inherited syndromes shape concern.","Bone or soft-tissue neoplasia may present with pain, mass effect, pathologic fracture, or characteristic imaging findings.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-BAKERCYST,Baker cyst,"Baker cyst is a musculoskeletal or rheumatologic entity in which bone or soft-tissue neoplasia may present with pain, mass effect, pathologic fracture, or characteristic imaging findings.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Age, lesion location, growth, night pain, prior cancer, radiation, and inherited syndromes shape concern.","Age, lesion location, growth, night pain, prior cancer, radiation, and inherited syndromes shape concern.","Bone or soft-tissue neoplasia may present with pain, mass effect, pathologic fracture, or characteristic imaging findings.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-FIBROMYALGIA,Fibromyalgia,"Fibromyalgia is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-COMPLEXREGIONALPAINS,Complex regional pain syndrome,"Complex regional pain syndrome is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-MYOFASCIALPAINSYNDRO,Myofascial pain syndrome,"Myofascial pain syndrome is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-PHANTOMLIMBPAIN,Phantom limb pain,"Phantom limb pain is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-CARPALTUNNELSYNDROME,Carpal tunnel syndrome,"Carpal tunnel syndrome is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-CUBITALTUNNELSYNDROM,Cubital tunnel syndrome,"Cubital tunnel syndrome is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-TARSALTUNNELSYNDROME,Tarsal tunnel syndrome,"Tarsal tunnel syndrome is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-CHARCOTARTHROPATHY,Charcot arthropathy,"Charcot arthropathy is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-METATARSALGIA,Metatarsalgia,"Metatarsalgia is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-MSK-TROCHANTERICPAINSYND,Trochanteric pain syndrome,"Trochanteric pain syndrome is a musculoskeletal or rheumatologic entity in which musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.",Musculoskeletal and Rheumatology,2,"Acute, subacute, or chronic according to mechanism, inflammation, growth stage, or structural progression.","Emergent when neurovascular compromise, sepsis, compartment physiology, unstable trauma, spinal compression, or threatened limb is present.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Repetitive use, trauma, sleep disturbance, mood, diabetes, metabolic disease, and altered biomechanics contribute.","Musculoskeletal or entrapment-related pain syndromes affect function and require localization while excluding structural, inflammatory, or neurologic mimics.","Localize pain, swelling, deformity, stiffness, weakness, gait change, range-of-motion loss, and systemic findings before selecting tests.","Use mechanism, anatomy, neurovascular examination, imaging pattern, inflammatory features, and time course together rather than a single maneuver or laboratory value.","Normal pulses do not exclude compartment syndrome, normal early radiographs do not exclude occult injury, and crystals do not exclude septic arthritis.","Open injury, pain with passive stretch, fever with hot joint, pulselessness, progressive weakness, saddle anesthesia, rapidly enlarging mass, or inability to bear weight needs urgent escalation.","Document neurovascular status before and after intervention; immobilize, obtain mechanism-appropriate imaging, and involve orthopedics, rheumatology, surgery, or oncology when high-risk features exist.","Outcome depends on timely stabilization, alignment, source control, rehabilitation, disease control, complication prevention, and preservation of function.",,,source_checked,needs_medical_review,false,Original educational summary linked to verified public specialty guidance,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-NEUR-MEDICATIONOVERUSEHEA,Medication-overuse headache,Medication-overuse headache is a neurologic entity in which primary or secondary head-pain mechanisms require recognition of red flags before symptomatic management.,Neurology,2,"Acute, episodic, progressive, or relapsing according to the defining neurologic mechanism.","Urgent when consciousness, airway, focal deficit, raised intracranial pressure, infection, or respiratory function is threatened.","Onset, maximal intensity, age, visual symptoms, fever, neurologic deficit, pregnancy, and medication use shift concern.","Onset, maximal intensity, age, visual symptoms, fever, neurologic deficit, pregnancy, and medication use shift concern.",Primary or secondary head-pain mechanisms require recognition of red flags before symptomatic management.,"Localize the neurologic syndrome by timing, deficits, mental status, cranial nerves, reflexes, sensation, gait, and autonomic findings.","Mechanism, examination localization, imaging, CSF, electrophysiology, and metabolic context distinguish important mimics.","Do not use a single normal early test, symptom label, or absent classic sign to dismiss time-sensitive neurologic disease.","Rapid focal deficit, seizure, coma, fever with altered mental status, respiratory weakness, papilledema, severe sudden headache, or sphincter dysfunction requires escalation.","Stabilize, localize, obtain time-sensitive diagnostics, reassess frequently, and involve neurology, critical care, neurosurgery, or specialty services as indicated.","Outcome depends on mechanism, treatment timing, residual deficits, recurrence prevention, rehabilitation, and complications.",,,source_checked,needs_medical_review,false,Source support is topic-specific and independent human review is not requested.,unverified_ai_generated,not_requested,expanded,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-NEUR-TENSIONTYPEHEADACHE,Tension-type headache,Tension-type headache is a neurologic entity in which primary or secondary head-pain mechanisms require recognition of red flags before symptomatic management.,Neurology,2,"Acute, episodic, progressive, or relapsing according to the defining neurologic mechanism.","Urgent when consciousness, airway, focal deficit, raised intracranial pressure, infection, or respiratory function is threatened.","Onset, maximal intensity, age, visual symptoms, fever, neurologic deficit, pregnancy, and medication use shift concern.","Onset, maximal intensity, age, visual symptoms, fever, neurologic deficit, pregnancy, and medication use shift concern.",Primary or secondary head-pain mechanisms require recognition of red flags before symptomatic management.,"Localize the neurologic syndrome by timing, deficits, mental status, cranial nerves, reflexes, sensation, gait, and autonomic findings.","Mechanism, examination localization, imaging, CSF, electrophysiology, and metabolic context distinguish important mimics.","Do not use a single normal early test, symptom label, or absent classic sign to dismiss time-sensitive neurologic disease.","Rapid focal deficit, seizure, coma, fever with altered mental status, respiratory weakness, papilledema, severe sudden headache, or sphincter dysfunction requires escalation.","Stabilize, localize, obtain time-sensitive diagnostics, reassess frequently, and involve neurology, critical care, neurosurgery, or specialty services as indicated.","Outcome depends on mechanism, treatment timing, residual deficits, recurrence prevention, rehabilitation, and complications.",,,source_checked,needs_medical_review,false,Source support is topic-specific and independent human review is not requested.,unverified_ai_generated,not_requested,expanded,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
